fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,type
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,Medium,MediumHigh,Medium,MediumHigh,Medium,High,White
High,MediumLow,Medium,MediumLow,MediumHigh,High,MediumHigh,Red
High,High,High,High,MediumLow,MediumHigh,MediumLow,White
MediumLow,MediumLow,MediumHigh,MediumHigh,High,High,High,White
MediumLow,MediumLow,Medium,Medium,MediumHigh,MediumHigh,Medium,White
Medium,High,Medium,High,MediumLow,MediumHigh,MediumLow,White
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
Medium,High,Medium,High,MediumHigh,High,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,Medium,Red
High,Medium,MediumLow,MediumLow,Medium,High,Medium,Red
Medium,High,Medium,MediumHigh,Medium,MediumLow,MediumHigh,White
Medium,MediumLow,MediumLow,MediumLow,MediumHigh,MediumLow,MediumHigh,White
High,MediumLow,MediumLow,MediumLow,High,Medium,Medium,Red
High,MediumLow,MediumLow,MediumLow,Medium,High,MediumHigh,White
Medium,Medium,Medium,Medium,Medium,MediumLow,MediumHigh,White
High,MediumLow,Medium,Medium,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,High,High,High,Medium,High,MediumLow,White
High,MediumHigh,Medium,MediumLow,Medium,High,Medium,Red
MediumHigh,MediumLow,Medium,Medium,Medium,High,MediumHigh,White
MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,Medium,MediumHigh,White
MediumHigh,Medium,High,High,Medium,MediumLow,MediumHigh,White
Medium,MediumHigh,MediumHigh,High,High,MediumHigh,Medium,White
MediumHigh,MediumHigh,High,High,MediumLow,MediumLow,MediumLow,White
Medium,High,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
Medium,MediumHigh,High,High,MediumHigh,Medium,MediumLow,White
High,Medium,Medium,High,High,Medium,MediumHigh,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,Medium,Red
High,Medium,MediumLow,MediumLow,Medium,Medium,Medium,Red
MediumHigh,MediumHigh,Medium,Medium,High,MediumLow,Medium,White
Medium,High,High,High,High,MediumLow,Medium,White
Medium,High,Medium,High,MediumLow,MediumHigh,MediumLow,White
MediumLow,MediumHigh,High,High,Medium,Medium,Medium,White
Medium,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumLow,High,MediumHigh,High,Medium,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumLow,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumLow,MediumHigh,Medium,MediumHigh,High,Medium,High,White
MediumLow,MediumLow,MediumHigh,Medium,High,Medium,High,White
High,Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,Medium,Medium,MediumHigh,High,MediumHigh,High,White
MediumHigh,Medium,Medium,MediumLow,High,High,Medium,Red
High,Medium,Medium,Medium,High,High,Medium,Red
MediumLow,MediumHigh,MediumHigh,Medium,High,MediumHigh,Medium,White
High,Medium,MediumLow,MediumLow,Medium,High,Medium,Red
Medium,MediumLow,MediumHigh,High,High,MediumHigh,Medium,White
MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,MediumHigh,High,White
MediumLow,Medium,Medium,MediumHigh,Medium,MediumLow,High,White
Medium,Medium,MediumLow,MediumLow,High,Medium,MediumHigh,Red
MediumHigh,Medium,MediumLow,MediumHigh,MediumLow,MediumLow,Medium,White
MediumLow,High,MediumHigh,High,High,MediumHigh,High,White
Medium,Medium,Medium,Medium,MediumLow,High,High,White
High,Medium,Medium,Medium,MediumLow,Medium,High,White
MediumLow,MediumHigh,MediumLow,Medium,High,High,High,White
High,MediumLow,MediumLow,MediumLow,MediumHigh,High,MediumHigh,Red
Medium,High,High,High,High,MediumHigh,MediumHigh,White
MediumHigh,Medium,Medium,MediumLow,High,MediumHigh,Medium,Red
Medium,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
MediumLow,MediumLow,MediumLow,MediumLow,High,MediumHigh,MediumHigh,White
MediumLow,MediumLow,Medium,Medium,High,Medium,MediumHigh,White
High,High,High,High,MediumLow,MediumLow,MediumHigh,White
MediumHigh,High,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
MediumHigh,High,MediumLow,Medium,Medium,MediumLow,MediumHigh,White
Medium,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,Medium,White
Medium,High,MediumHigh,Medium,Medium,MediumLow,Medium,White
High,Medium,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
Medium,MediumLow,MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,White
MediumHigh,Medium,High,MediumHigh,High,Medium,High,White
MediumLow,MediumLow,MediumLow,Medium,High,High,High,Red
MediumLow,MediumLow,MediumLow,Medium,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumLow,Medium,MediumLow,MediumHigh,MediumHigh,High,White
High,MediumHigh,MediumHigh,Medium,MediumHigh,High,Medium,Red
High,Medium,MediumLow,MediumLow,MediumHigh,Medium,Medium,Red
MediumLow,Medium,High,High,High,High,High,White
High,Medium,Medium,MediumLow,High,High,High,Red
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
MediumHigh,MediumLow,Medium,Medium,Medium,Medium,MediumHigh,White
MediumLow,High,High,High,Medium,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
High,Medium,MediumLow,MediumHigh,MediumLow,MediumHigh,Medium,White
MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,MediumLow,MediumHigh,White
High,High,High,High,MediumLow,Medium,Medium,White
Medium,Medium,MediumLow,MediumLow,High,High,Medium,Red
Medium,MediumHigh,High,High,MediumHigh,Medium,MediumLow,White
MediumHigh,Medium,High,High,MediumHigh,MediumLow,High,White
Medium,MediumHigh,High,High,MediumHigh,Medium,Medium,White
MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,MediumLow,White
Medium,MediumLow,High,MediumHigh,MediumLow,High,High,White
MediumHigh,High,High,MediumHigh,MediumLow,Medium,MediumHigh,White
MediumHigh,MediumLow,High,Medium,High,High,MediumHigh,White
MediumHigh,High,MediumHigh,High,MediumHigh,Medium,MediumLow,White
Medium,MediumLow,MediumLow,High,MediumLow,Medium,Medium,White
MediumLow,MediumLow,Medium,High,MediumHigh,Medium,Medium,White
MediumHigh,Medium,Medium,Medium,High,MediumHigh,Medium,Red
MediumLow,MediumHigh,MediumLow,Medium,High,Medium,Medium,White
High,MediumLow,Medium,MediumLow,MediumLow,High,Medium,Red
High,Medium,Medium,Medium,Medium,MediumHigh,MediumLow,Red
MediumHigh,MediumHigh,MediumHigh,Medium,MediumLow,Medium,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,High,Red
Medium,High,High,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
High,MediumLow,Medium,MediumLow,Medium,High,MediumHigh,Red
MediumHigh,MediumLow,Medium,Medium,MediumHigh,High,MediumHigh,White
High,MediumLow,Medium,Medium,MediumLow,High,MediumHigh,White
Medium,MediumHigh,Medium,Medium,MediumHigh,Medium,MediumHigh,White
High,Medium,Medium,Medium,MediumLow,Medium,Medium,White
MediumLow,MediumLow,MediumLow,MediumLow,High,MediumLow,MediumLow,White
MediumLow,Medium,MediumLow,Medium,MediumHigh,Medium,Medium,White
Medium,MediumHigh,MediumLow,MediumLow,High,High,MediumLow,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,High,Medium,High,Medium,Medium,High,White
Medium,MediumHigh,High,MediumHigh,Medium,High,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,High,Medium,Red
Medium,High,MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,White
High,MediumLow,MediumLow,MediumHigh,Medium,Medium,MediumHigh,White
High,MediumLow,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
MediumHigh,MediumLow,Medium,MediumLow,High,High,MediumHigh,Red
Medium,High,Medium,MediumHigh,Medium,MediumHigh,MediumLow,White
MediumLow,Medium,MediumLow,Medium,MediumLow,MediumHigh,MediumLow,White
MediumLow,MediumLow,Medium,MediumLow,High,MediumHigh,MediumHigh,White
High,MediumLow,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
Medium,MediumHigh,MediumLow,MediumLow,High,Medium,MediumHigh,Red
Medium,MediumHigh,Medium,MediumHigh,MediumHigh,Medium,MediumHigh,White
MediumLow,MediumLow,MediumHigh,Medium,High,Medium,High,White
MediumLow,Medium,Medium,MediumLow,High,High,High,Red
MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,High,White
MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumLow,White
Medium,Medium,Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,MediumHigh,High,High,Medium,Medium,MediumLow,White
High,MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,Medium,White
MediumLow,MediumLow,MediumLow,Medium,High,MediumHigh,MediumLow,Red
MediumLow,MediumLow,Medium,High,High,MediumHigh,MediumLow,White
High,Medium,MediumLow,Medium,High,MediumHigh,Medium,Red
Medium,Medium,Medium,Medium,MediumLow,MediumLow,High,White
Medium,High,Medium,MediumHigh,MediumLow,MediumLow,MediumHigh,White
MediumLow,High,High,MediumHigh,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumHigh,High,MediumHigh,High,MediumLow,MediumHigh,White
MediumLow,MediumLow,MediumLow,MediumLow,High,High,MediumHigh,White
MediumLow,High,High,MediumHigh,MediumHigh,MediumLow,MediumLow,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,MediumHigh,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
High,MediumHigh,High,High,Medium,MediumHigh,Medium,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
MediumHigh,Medium,MediumHigh,MediumLow,High,Medium,MediumLow,Red
MediumHigh,MediumLow,Medium,Medium,MediumHigh,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
MediumHigh,MediumLow,MediumHigh,Medium,MediumHigh,MediumHigh,High,White
High,MediumLow,Medium,MediumLow,MediumLow,High,MediumLow,Red
MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
MediumLow,High,MediumHigh,Medium,MediumHigh,Medium,MediumLow,White
MediumHigh,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
MediumLow,MediumLow,Medium,Medium,MediumHigh,MediumLow,High,White
Medium,MediumHigh,Medium,High,High,Medium,MediumLow,White
Medium,MediumLow,Medium,Medium,Medium,MediumHigh,High,White
Medium,MediumHigh,High,High,MediumHigh,MediumLow,High,White
MediumLow,MediumLow,High,MediumHigh,Medium,High,MediumHigh,White
Medium,MediumHigh,Medium,MediumHigh,MediumHigh,Medium,High,White
High,MediumLow,MediumLow,MediumLow,High,High,MediumHigh,Red
MediumHigh,MediumLow,MediumHigh,High,MediumLow,MediumLow,MediumHigh,White
MediumHigh,MediumLow,Medium,Medium,High,High,MediumHigh,White
MediumLow,Medium,Medium,MediumHigh,MediumHigh,High,Medium,White
High,Medium,MediumLow,MediumLow,MediumLow,High,Medium,Red
High,Medium,MediumLow,MediumLow,High,MediumHigh,Medium,Red
High,MediumLow,MediumLow,Medium,MediumLow,MediumLow,Medium,White
MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,MediumLow,Red
Medium,MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumLow,White
High,High,MediumHigh,High,Medium,MediumLow,MediumLow,White
High,High,Medium,High,MediumLow,Medium,High,White
MediumLow,High,High,Medium,MediumHigh,Medium,MediumLow,White
High,MediumHigh,Medium,High,MediumHigh,MediumHigh,Medium,White
Medium,MediumLow,MediumHigh,Medium,MediumHigh,Medium,MediumHigh,White
MediumHigh,MediumLow,MediumHigh,Medium,MediumLow,MediumLow,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,White
MediumHigh,High,Medium,MediumHigh,Medium,Medium,Medium,White
MediumLow,Medium,MediumHigh,Medium,MediumHigh,Medium,MediumHigh,Red
MediumLow,Medium,Medium,MediumHigh,High,MediumLow,High,White
MediumHigh,Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumLow,MediumLow,Medium,Medium,High,MediumLow,Medium,White
High,MediumLow,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,High,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
MediumHigh,High,High,High,High,MediumHigh,Medium,White
High,MediumLow,MediumLow,Medium,MediumLow,MediumLow,MediumHigh,White
Medium,MediumHigh,Medium,High,MediumHigh,Medium,High,White
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,High,White
MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumHigh,MediumLow,White
MediumLow,High,High,High,MediumLow,MediumLow,MediumLow,White
Medium,High,Medium,Medium,Medium,Medium,Medium,White
High,Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,High,High,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
Medium,Medium,MediumHigh,MediumHigh,MediumLow,High,MediumHigh,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
Medium,MediumHigh,Medium,MediumHigh,High,High,High,White
MediumLow,MediumLow,Medium,MediumLow,High,MediumHigh,MediumHigh,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,Medium,High,Red
MediumLow,High,High,High,Medium,MediumLow,MediumLow,White
Medium,High,High,High,Medium,MediumHigh,MediumLow,White
MediumLow,Medium,Medium,Medium,MediumHigh,Medium,MediumHigh,White
High,Medium,Medium,MediumLow,Medium,High,High,Red
High,Medium,MediumHigh,MediumHigh,MediumHigh,Medium,Medium,Red
MediumLow,High,Medium,Medium,High,MediumLow,MediumHigh,White
Medium,Medium,MediumHigh,MediumHigh,MediumLow,High,MediumHigh,White
MediumHigh,MediumLow,Medium,MediumHigh,MediumHigh,Medium,MediumHigh,White
MediumLow,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,High,White
MediumLow,MediumLow,High,MediumHigh,MediumLow,High,High,White
MediumLow,High,High,MediumHigh,MediumHigh,MediumLow,High,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,High,MediumLow,High,White
Medium,MediumHigh,High,High,High,MediumHigh,MediumHigh,White
MediumHigh,Medium,MediumHigh,MediumLow,High,High,Medium,Red
High,High,MediumLow,Medium,MediumLow,MediumLow,MediumHigh,White
Medium,High,High,High,Medium,Medium,MediumLow,White
Medium,MediumHigh,MediumHigh,Medium,Medium,High,High,White
Medium,MediumLow,High,High,MediumHigh,MediumHigh,MediumHigh,White
Medium,High,Medium,Medium,MediumLow,Medium,Medium,White
High,Medium,MediumLow,MediumLow,MediumLow,High,High,Red
High,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,Red
Medium,Medium,Medium,MediumLow,High,High,MediumHigh,Red
High,MediumLow,MediumLow,MediumLow,MediumHigh,High,Medium,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,High,Medium,High,MediumLow,MediumHigh,MediumLow,White
Medium,MediumHigh,MediumLow,MediumHigh,Medium,Medium,Medium,White
High,Medium,MediumLow,MediumLow,High,High,High,Red
High,Medium,High,High,MediumLow,High,High,White
Medium,MediumHigh,Medium,MediumHigh,Medium,Medium,Medium,White
High,MediumLow,MediumHigh,MediumHigh,MediumLow,Medium,MediumHigh,White
MediumHigh,MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,Medium,Medium,MediumHigh,Medium,High,White
MediumHigh,High,High,High,MediumLow,MediumLow,High,White
MediumLow,High,High,High,Medium,MediumHigh,MediumLow,White
Medium,MediumHigh,MediumHigh,High,MediumLow,Medium,Medium,White
High,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
Medium,High,High,High,Medium,MediumLow,Medium,White
MediumLow,MediumHigh,High,High,MediumHigh,MediumHigh,Medium,White
Medium,MediumHigh,MediumHigh,High,Medium,Medium,Medium,White
MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
Medium,MediumLow,MediumLow,MediumHigh,Medium,MediumLow,Medium,White
High,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
Medium,MediumLow,Medium,MediumLow,Medium,MediumLow,High,White
High,Medium,MediumLow,MediumLow,MediumHigh,Medium,Medium,Red
High,High,MediumLow,MediumLow,Medium,High,MediumHigh,Red
Medium,MediumLow,High,MediumHigh,MediumHigh,Medium,Medium,White
MediumHigh,High,High,High,Medium,MediumHigh,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
High,MediumHigh,Medium,Medium,Medium,High,Medium,Red
High,MediumHigh,High,MediumHigh,MediumLow,MediumLow,High,White
Medium,High,High,MediumHigh,High,MediumLow,Medium,White
High,MediumHigh,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
High,High,MediumHigh,High,MediumHigh,High,Medium,White
MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,High,High,White
MediumHigh,MediumLow,MediumLow,MediumLow,High,High,Medium,Red
MediumLow,High,High,MediumHigh,Medium,MediumLow,MediumHigh,White
High,MediumLow,MediumLow,MediumLow,MediumLow,High,MediumLow,Red
Medium,MediumLow,Medium,Medium,MediumHigh,Medium,Medium,White
MediumLow,MediumHigh,High,MediumHigh,Medium,MediumLow,High,White
Medium,High,MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,White
MediumLow,MediumLow,High,MediumHigh,Medium,High,MediumHigh,White
High,High,High,High,Medium,Medium,MediumHigh,White
MediumHigh,MediumHigh,MediumLow,Medium,MediumLow,Medium,MediumHigh,White
High,MediumLow,MediumLow,MediumHigh,Medium,MediumLow,MediumHigh,White
MediumHigh,MediumHigh,Medium,Medium,MediumLow,MediumHigh,MediumLow,White
MediumHigh,Medium,High,MediumHigh,High,MediumLow,High,White
Medium,High,Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,White
MediumHigh,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumLow,White
MediumLow,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
MediumHigh,MediumHigh,Medium,Medium,Medium,MediumHigh,Medium,Red
MediumHigh,MediumHigh,High,High,Medium,Medium,MediumLow,White
MediumLow,MediumHigh,High,MediumHigh,Medium,Medium,Medium,White
MediumLow,MediumHigh,Medium,Medium,High,High,High,White
Medium,MediumHigh,MediumLow,MediumLow,High,MediumHigh,MediumHigh,Red
Medium,Medium,High,High,MediumHigh,MediumHigh,Medium,White
MediumLow,MediumHigh,MediumHigh,High,Medium,Medium,MediumHigh,White
Medium,MediumHigh,MediumLow,MediumLow,High,MediumHigh,MediumHigh,Red
MediumHigh,MediumHigh,MediumHigh,High,Medium,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumLow,Red
Medium,MediumHigh,High,MediumHigh,MediumHigh,MediumLow,High,White
High,High,High,High,MediumLow,Medium,MediumLow,White
Medium,High,Medium,Medium,MediumLow,Medium,Medium,White
MediumLow,MediumHigh,High,High,Medium,Medium,MediumHigh,White
Medium,MediumHigh,Medium,MediumHigh,MediumLow,MediumLow,MediumHigh,White
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,MediumHigh,White
Medium,MediumHigh,MediumHigh,MediumHigh,High,MediumLow,Medium,White
MediumLow,High,High,MediumHigh,MediumHigh,MediumLow,MediumHigh,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,High,Medium,Medium,MediumLow,MediumHigh,Medium,White
MediumHigh,MediumLow,MediumLow,MediumLow,MediumLow,Medium,High,White
High,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
High,MediumLow,Medium,High,MediumLow,High,High,White
Medium,MediumLow,MediumLow,Medium,High,Medium,MediumHigh,White
Medium,High,High,MediumHigh,MediumLow,MediumHigh,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
High,Medium,MediumLow,MediumLow,MediumLow,High,Medium,Red
High,MediumLow,MediumHigh,Medium,Medium,MediumLow,MediumHigh,White
MediumHigh,MediumLow,MediumLow,MediumLow,High,MediumHigh,Medium,Red
MediumLow,MediumHigh,Medium,Medium,Medium,MediumLow,MediumHigh,White
MediumLow,MediumHigh,High,High,Medium,MediumHigh,MediumLow,White
Medium,Medium,MediumLow,High,Medium,High,Medium,White
MediumHigh,High,MediumHigh,High,Medium,Medium,MediumHigh,White
MediumHigh,MediumLow,Medium,Medium,MediumHigh,MediumHigh,Medium,White
MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,MediumLow,MediumHigh,White
MediumHigh,High,Medium,Medium,Medium,Medium,MediumHigh,White
MediumLow,Medium,MediumHigh,MediumLow,High,MediumHigh,MediumHigh,Red
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,Medium,High,White
High,MediumLow,Medium,MediumHigh,MediumHigh,Medium,MediumHigh,White
MediumLow,MediumLow,MediumHigh,MediumLow,High,MediumLow,High,White
Medium,MediumHigh,High,High,MediumLow,Medium,MediumLow,White
